TinhTrangBDS,PhongNgu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,CanGoc,DienTich_m2,Gia,Quan,Gia_m2,TongPhong,DienTich_per_Phong,TyLe_Ngu_Tam,Log_Gia
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,90.0,0.02,Quận Bình Thạnh,0.00022222222222222223,4.0,30.0,0.6666666666666666,0.019802627296179712
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,86.0,1.1,Thành phố Thủ Đức,0.012790697674418606,5.0,21.5,1.0,0.7419373447293773
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Đầy đủ, Tây Nam, Đông Nam,KXĐ,85.0,3.6,Thành phố Thủ Đức,0.042352941176470586,4.0,28.333333333333332,0.6666666666666666,1.5260563034950492
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Đông, Bắc,KXĐ,68.0,2.55,Khác,0.0375,4.0,22.666666666666668,0.6666666666666666,1.2669476034873244
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,67.0,2.29,Huyện Bình Chánh,0.03417910447761194,4.0,22.333333333333332,0.6666666666666666,1.1908875647772805
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Nam, Đông,KXĐ,62.0,1.8,Thành phố Thủ Đức,0.02903225806451613,4.0,20.666666666666668,0.6666666666666666,1.0296194171811581
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,54.0,2.45,Khác,0.04537037037037037,3.0,18.0,1.0,1.2383742310432684
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,72.25,2.1,Khác,0.02906574394463668,4.0,24.083333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,53.0,1.5,Thành phố Thủ Đức,0.02830188679245283,3.0,17.666666666666668,1.0,0.9162907318741551
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,52.0,3.2,Quận Tân Bình,0.06153846153846154,2.0,26.0,0.5,1.4350845252893227
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,78.0,2.65,Khác,0.03397435897435897,5.0,19.5,1.0,1.2947271675944
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,76.0,2.2,Huyện Bình Chánh,0.028947368421052635,4.0,25.333333333333332,0.6666666666666666,1.1631508098056809
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Nam,Khác,KXĐ,75.0,3.15,Thành phố Thủ Đức,0.041999999999999996,5.0,18.75,1.0,1.423108334242607
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,74.0,3.85,Quận Gò Vấp,0.05202702702702703,4.0,24.666666666666668,0.6666666666666666,1.5789787049493917
 Đã bàn giao,1.0,1.0,Loại Văn Phòng, Giấy tờ khác,Thô,Khác,Khác,KXĐ,35.0,1.7,Khác,0.04857142857142857,2.0,17.5,0.5,0.9932517730102833
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,89.0,3.55,Khác,0.0398876404494382,5.0,22.25,1.0,1.5151272329628591
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,44.0,1.2,Khác,0.02727272727272727,4.0,14.666666666666666,0.6666666666666666,0.7884573603642702
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,76.0,3.85,Khác,0.0506578947368421,4.0,25.333333333333332,0.6666666666666666,1.5789787049493917
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,64.0,1.75,Quận Bình Tân,0.02734375,4.0,21.333333333333332,0.6666666666666666,1.0116009116784799
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô, Tây Bắc, Đông Nam,KXĐ,58.0,1.65,Thành phố Thủ Đức,0.028448275862068963,4.0,19.333333333333332,0.6666666666666666,0.9745596399981308
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,90.0,3.0,Khác,0.03333333333333333,5.0,22.5,1.0,1.3862943611198906
 Chưa bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,Phải,90.0,3.549,Khác,0.039433333333333334,5.0,22.5,1.0,1.514907428587867
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,35.0,0.45,Quận Tân Bình,0.012857142857142857,2.0,17.5,0.5,0.37156355643248307
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,75.0,2.999999,Quận Bình Thạnh,0.03999998666666667,4.0,25.0,0.6666666666666666,1.3862941111198592
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,80.0,4.0,Huyện Nhà Bè,0.05,4.0,26.666666666666668,0.6666666666666666,1.6094379124341003
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,58.0,1.8,Thành phố Thủ Đức,0.03103448275862069,4.0,19.333333333333332,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Nam, Đông Nam,KXĐ,47.0,1.3,Khác,0.027659574468085108,3.0,15.666666666666666,1.0,0.832909122935104
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Đông Nam,KXĐ,75.0,2.58,Quận Bình Tân,0.0344,4.0,25.0,0.6666666666666666,1.275362800412609
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,55.0,1.5,Huyện Bình Chánh,0.02727272727272727,4.0,18.333333333333332,0.6666666666666666,0.9162907318741551
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Nam, Đông Bắc,KXĐ,83.6,3.8,Quận Tân Phú,0.045454545454545456,5.0,20.9,1.0,1.5686159179138452
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cao cấp, Tây Bắc, Đông Nam,KXĐ,96.0,6.1,Quận Tân Phú,0.06354166666666666,4.0,32.0,0.6666666666666666,1.9600947840472698
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,65.0,2.2,Khác,0.03384615384615385,4.0,21.666666666666668,0.6666666666666666,1.1631508098056809
 Đã bàn giao,1.0,1.0,Loại Văn Phòng, Đang chờ sổ,Cơ bản, Nam, Đông,KXĐ,46.0,1.95,Quận Bình Tân,0.042391304347826085,2.0,23.0,0.5,1.0818051703517284
 Chưa bàn giao,1.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,Phải,40.0,6.999999999999999e-08,Huyện Bình Chánh,1.7499999999999997e-09,3.0,20.0,0.3333333333333333,6.99999975500001e-08
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Tây, Đông,KXĐ,104.0,4.7,Quận Tân Phú,0.04519230769230769,5.0,26.0,1.0,1.7404661748405046
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,Phải,70.0,0.72,Quận Tân Phú,0.010285714285714285,4.0,23.333333333333332,0.6666666666666666,0.5423242908253617
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,69.0,2.5,Thành phố Thủ Đức,0.036231884057971016,4.0,23.0,0.6666666666666666,1.252762968495368
 Chưa bàn giao,1.0,1.0,Loại Hạng Sang, Đang chờ sổ,Đầy đủ,Khác,Khác,Phải,41.0,0.99,Quận Bình Tân,0.024146341463414635,2.0,20.5,0.5,0.688134638736401
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,65.0,1.74,Khác,0.026769230769230767,3.0,21.666666666666668,1.0,1.007957920399979
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,48.0,2.6,Quận Tân Phú,0.05416666666666667,3.0,16.0,1.0,1.2809338454620642
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Tây Bắc,KXĐ,59.1,2.0,Thành phố Thủ Đức,0.0338409475465313,3.0,19.7,1.0,1.0986122886681098
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc, Đông Nam,KXĐ,58.0,1.83,Thành phố Thủ Đức,0.03155172413793104,4.0,19.333333333333332,0.6666666666666666,1.0402767116551463
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,56.0,1.818,Quận Bình Tân,0.032464285714285716,4.0,18.666666666666668,0.6666666666666666,1.0360274134764884
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông, Tây,Phải,72.0,2.04,Khác,0.028333333333333335,4.0,24.0,0.6666666666666666,1.1118575154181303
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,72.0,2.0,Khác,0.027777777777777776,4.0,24.0,0.6666666666666666,1.0986122886681098
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,92.0,4.3,Khác,0.04673913043478261,4.0,30.666666666666668,0.6666666666666666,1.667706820558076
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,73.0,3.65,Thành phố Thủ Đức,0.049999999999999996,4.0,24.333333333333332,0.6666666666666666,1.536867219599265
 Đã bàn giao,1.0,1.0,Loại Văn Phòng, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,48.0,2.6,Quận Phú Nhuận,0.05416666666666667,2.0,24.0,0.5,1.2809338454620642
 Chưa bàn giao,2.0,1.0,Loại Văn Phòng, Giấy tờ khác,Thô, Đông, Đông,KXĐ,56.0,1.87,Huyện Bình Chánh,0.03339285714285715,3.0,18.666666666666668,1.0,1.0543120297715298
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,73.0,1.95,Khác,0.026712328767123285,5.0,18.25,1.0,1.0818051703517284
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,97.6,4.9,Khác,0.05020491803278689,5.0,24.4,1.0,1.7749523509116738
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Nam, Đông,KXĐ,62.0,1.8,Thành phố Thủ Đức,0.02903225806451613,4.0,20.666666666666668,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,63.0,1.6,Quận Bình Tân,0.025396825396825397,4.0,21.0,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,53.0,1.5,Thành phố Thủ Đức,0.02830188679245283,3.0,17.666666666666668,1.0,0.9162907318741551
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Tây Nam,KXĐ,70.0,2.09,Khác,0.029857142857142856,4.0,23.333333333333332,0.6666666666666666,1.128171090909654
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Tây Bắc, Đông Nam,Phải,93.0,2.391,Khác,0.02570967741935484,4.0,31.0,0.6666666666666666,1.2211248631435017
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,57.0,0.55,Thành phố Thủ Đức,0.009649122807017544,4.0,19.0,0.6666666666666666,0.4382549309311553
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Nam, Bắc,Phải,70.0,2.29,Khác,0.03271428571428572,4.0,23.333333333333332,0.6666666666666666,1.1908875647772805
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,56.0,2.2,Khác,0.03928571428571429,3.0,18.666666666666668,1.0,1.1631508098056809
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,KXĐ,55.0,2.0,Thành phố Thủ Đức,0.03636363636363636,3.0,18.333333333333332,1.0,1.0986122886681098
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,88.0,3.2,Quận Tân Phú,0.03636363636363637,5.0,22.0,1.0,1.4350845252893227
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,90.0,1.81,Khác,0.02011111111111111,4.0,30.0,0.6666666666666666,1.0331844833456545
 Chưa bàn giao,1.0,1.0,Loại Văn Phòng, Giấy tờ khác,Đầy đủ,Khác,Khác,Phải,40.0,0.9500000000000001,Quận Bình Tân,0.02375,2.0,20.0,0.5,0.6678293725756554
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Tây Bắc, Đông Nam,KXĐ,49.0,2.0,Thành phố Thủ Đức,0.04081632653061224,2.0,24.5,0.5,1.0986122886681098
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Cao cấp, Nam, Nam,Phải,59.0,0.599,Huyện Bình Chánh,0.010152542372881355,3.0,19.666666666666668,1.0,0.46937843385181716
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,KXĐ,64.0,1.8,Khác,0.028125,4.0,21.333333333333332,0.6666666666666666,1.0296194171811581
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,35.0,0.885,Khác,0.025285714285714286,2.0,17.5,0.5,0.6339278208999741
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,99.0,3.8,Quận Tân Phú,0.03838383838383838,4.0,33.0,0.6666666666666666,1.5686159179138452
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Tây Nam,KXĐ,79.0,3.01,Thành phố Thủ Đức,0.03810126582278481,4.0,26.333333333333332,0.6666666666666666,1.3887912413184778
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,Phải,55.0,0.734,Quận Tân Phú,0.013345454545454546,3.0,18.333333333333332,1.0,0.5504308783583501
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,KXĐ,30.0,1.19,Thành phố Thủ Đức,0.03966666666666666,2.0,15.0,0.5,0.7839015438284094
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,65.0,1.6,Thành phố Thủ Đức,0.024615384615384615,4.0,21.666666666666668,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông,Khác,KXĐ,77.0,2.27,Khác,0.029480519480519482,4.0,25.666666666666668,0.6666666666666666,1.184789984909162
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Nam, Tây,KXĐ,56.0,2.69,Khác,0.048035714285714286,3.0,18.666666666666668,1.0,1.3056264580524357
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Nam, Bắc,Phải,64.0,1.72,Quận Bình Tân,0.026875,4.0,21.333333333333332,0.6666666666666666,1.000631880307906
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông, Tây,KXĐ,68.0,1.6,Quận Bình Tân,0.023529411764705882,4.0,22.666666666666668,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Nam, Đông,KXĐ,62.0,1.8,Thành phố Thủ Đức,0.02903225806451613,4.0,20.666666666666668,0.6666666666666666,1.0296194171811581
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,54.0,2.45,Khác,0.04537037037037037,3.0,18.0,1.0,1.2383742310432684
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,70.0,3.3,Quận Tân Bình,0.04714285714285714,4.0,23.333333333333332,0.6666666666666666,1.4586150226995167
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô, Nam, Bắc,KXĐ,73.0,2.5,Khác,0.03424657534246575,4.0,24.333333333333332,0.6666666666666666,1.252762968495368
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,Phải,67.0,1.3,Huyện Bình Chánh,0.019402985074626865,4.0,22.333333333333332,0.6666666666666666,0.832909122935104
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,72.0,2.65,Quận Tân Phú,0.03680555555555556,4.0,24.0,0.6666666666666666,1.2947271675944
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Tây, Đông Nam,Phải,96.0,2.38,Huyện Bình Chánh,0.024791666666666667,5.0,24.0,1.0,1.2178757094949273
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Cao cấp,Khác,Khác,KXĐ,52.0,1.72,Khác,0.03307692307692307,3.0,17.333333333333332,1.0,1.000631880307906
 Đã bàn giao,3.0,2.0,Loại Văn Phòng, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,103.0,4.65,Khác,0.04514563106796117,5.0,25.75,1.0,1.7316555451583497
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Nam, Nam,Phải,71.0,2.6,Quận Tân Phú,0.036619718309859155,4.0,23.666666666666668,0.6666666666666666,1.2809338454620642
 Đã bàn giao,3.0,3.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Đông Nam,Khác,KXĐ,73.0,1.38,Thành phố Thủ Đức,0.018904109589041096,6.0,18.25,0.75,0.8671004876833833
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,64.0,2.5,Khác,0.0390625,4.0,21.333333333333332,0.6666666666666666,1.252762968495368
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,65.0,2.35,Huyện Nhà Bè,0.036153846153846154,4.0,21.666666666666668,0.6666666666666666,1.208960345836975
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,58.3,3.2,Thành phố Thủ Đức,0.054888507718696404,4.0,19.433333333333334,0.6666666666666666,1.4350845252893227
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,Phải,83.0,3.55,Quận Gò Vấp,0.04277108433734939,4.0,27.666666666666668,0.6666666666666666,1.5151272329628591
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,62.0,1.2,Quận Phú Nhuận,0.01935483870967742,4.0,20.666666666666668,0.6666666666666666,0.7884573603642702
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,KXĐ,65.02,2.8,Quận Tân Phú,0.04306367271608736,4.0,21.673333333333332,0.6666666666666666,1.33500106673234
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,76.0,2.35,Khác,0.03092105263157895,5.0,19.0,1.0,1.208960345836975
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,58.3,3.2,Thành phố Thủ Đức,0.054888507718696404,4.0,19.433333333333334,0.6666666666666666,1.4350845252893227
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,65.0,2.2,Khác,0.03384615384615385,4.0,21.666666666666668,0.6666666666666666,1.1631508098056809
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,75.0,2.52,Thành phố Thủ Đức,0.0336,4.0,25.0,0.6666666666666666,1.2584609896100056
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Đông Nam,KXĐ,75.0,2.58,Quận Bình Tân,0.0344,4.0,25.0,0.6666666666666666,1.275362800412609
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Tây Bắc, Đông Nam,KXĐ,61.0,1.29,Thành phố Thủ Đức,0.021147540983606557,4.0,20.333333333333332,0.6666666666666666,0.8285518175661483
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,72.25,2.1,Khác,0.02906574394463668,4.0,24.083333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Bắc, Tây Nam,KXĐ,73.6,3.85,Quận Tân Phú,0.052309782608695655,4.0,24.53333333333333,0.6666666666666666,1.5789787049493917
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,71.0,2.98,Quận Tân Phú,0.04197183098591549,4.0,23.666666666666668,0.6666666666666666,1.3812818192963463
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Tây Nam, Đông Bắc,KXĐ,57.0,1.799,Khác,0.03156140350877193,4.0,19.0,0.6666666666666666,1.0292622105333165
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,69.0,4.2,Khác,0.06086956521739131,4.0,23.0,0.6666666666666666,1.6486586255873816
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Nam,Khác,Phải,68.0,1.5,Quận Bình Tân,0.022058823529411766,4.0,22.666666666666668,0.6666666666666666,0.9162907318741551
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,94.0,3.99,Huyện Nhà Bè,0.0424468085106383,5.0,23.5,1.0,1.6074359097634274
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,72.0,2.35,Khác,0.03263888888888889,4.0,24.0,0.6666666666666666,1.208960345836975
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,90.0,1.95,Quận Tân Phú,0.021666666666666667,4.0,30.0,0.6666666666666666,1.0818051703517284
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Nam, Bắc,KXĐ,48.0,1.52,Khác,0.03166666666666667,3.0,16.0,1.0,0.9242589015233319
 Đã bàn giao,2.0,2.0,Loại Hạng Sang, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,77.0,3.3,Thành phố Thủ Đức,0.04285714285714286,4.0,25.666666666666668,0.6666666666666666,1.4586150226995167
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,65.0,1.295,Khác,0.019923076923076922,4.0,21.666666666666668,0.6666666666666666,0.8307328435125084
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,76.0,2.67,Thành phố Thủ Đức,0.03513157894736842,4.0,25.333333333333332,0.6666666666666666,1.3001916620664788
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Đông Bắc, Tây Nam,KXĐ,59.0,2.568,Thành phố Thủ Đức,0.04352542372881356,3.0,19.666666666666668,1.0,1.272005214717763
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Tây Nam,KXĐ,42.57,0.795,Huyện Bình Chánh,0.018675123326286118,2.0,21.285,0.5,0.5850050219402423
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,68.0,2.8,Khác,0.041176470588235294,4.0,22.666666666666668,0.6666666666666666,1.33500106673234
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Nam, Tây Bắc,Phải,56.0,1.2,Khác,0.02142857142857143,4.0,18.666666666666668,0.6666666666666666,0.7884573603642702
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,60.0,1.9,Huyện Bình Chánh,0.03166666666666666,3.0,20.0,1.0,1.0647107369924282
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản, Tây, Nam,KXĐ,63.0,1.49,Quận Bình Tân,0.02365079365079365,3.0,21.0,1.0,0.9122827104766162
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,Phải,55.0,1.5,Quận Bình Tân,0.02727272727272727,3.0,18.333333333333332,1.0,0.9162907318741551
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,61.0,1.09,Huyện Nhà Bè,0.017868852459016395,4.0,20.333333333333332,0.6666666666666666,0.7371640659767197
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,72.25,2.1,Khác,0.02906574394463668,4.0,24.083333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,Phải,95.0,5.3,Khác,0.05578947368421053,5.0,23.75,1.0,1.840549633397487
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,63.0,1.6,Quận Bình Tân,0.025396825396825397,4.0,21.0,0.6666666666666666,0.9555114450274363
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Đông Nam,KXĐ,75.0,2.58,Quận Bình Tân,0.0344,4.0,25.0,0.6666666666666666,1.275362800412609
